"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"baseline_m_arm1";"baseline_sd_arm1";"baseline_n_arm1";"baseline_m_arm2";"baseline_sd_arm2";"baseline_n_arm2";"year";"time_weeks";"time_weeks_needs_cleaning";"time";"comorbid_mental";"format";"format_details";"n_sessions_arm1";"country";"age_group";"mean_age";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"condition_legacy_arm1";"condition_legacy_arm2";"number_instruments";"number_arms";"is_multiarm";"outcome_rank";"primary";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_ref";"doi";"abstract";"title";"url";"journal";"id_study";".id"
"Bolton, 2003";"ipt";"cau";NA;NA;1,31674927974785;0,130994762856537;"msd";"hscl-d";"clinician";9,56;9;139;21,11;8,5;145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,06;6,6;139;24,19;6,1;145;2003;0;"0";"post";"n";"grp";"grp";16;"oth";"adul";45,23;0,51;"oth";"mood";"adul";1;0;"1";1;3;"ipt";"cau";2;2;0;99;1;NA;NA;NA;NA;NA;NA;"Bolton P, Bass J, Neugebauer R, Verdeli H, Clougherty KF, Wickramaratne P, et al. Group interpersonal psychotherapy for depression in rural Uganda: A randomized controlled trial. JAMA. 2003;289(23):3117-24.";101001;"CONTEXT: Despite the importance of mental illness in Africa, few controlled intervention trials related to this problem have been published. OBJECTIVES: To test the efficacy of group interpersonal psychotherapy in alleviating depression and dysfunction and to evaluate the feasibility of conducting controlled trials in Africa. DESIGN, SETTING, AND PARTICIPANTS: For this cluster randomized, controlled clinical trial (February-June 2002), 30 villages in the Masaka and Rakai districts of rural Uganda were selected using a random procedure; 15 were then randomly assigned for studying men and 15 for women. In each village, adult men or women believed by themselves and other villagers to have depressionlike illness were interviewed using a locally adapted Hopkins Symptom Checklist and an instrument assessing function. Based on these interviews, lists were created for each village totaling 341 men and women who met Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition (DSM-IV) criteria for major depression or subsyndromal depression. Interviewers revisited them in order of decreasing symptom severity until they had 8 to 12 persons per village, totaling 284. Of these, 248 agreed to be in the trial and 9 refused; the remainder died or relocated. A total of 108 men and 116 women completed the study and were reinterviewed. INTERVENTION: Eight of the 15 male villages and 7 of the 15 female villages were randomly assigned to the intervention arm and the remainder to the control arm. The intervention villages received group interpersonal psychotherapy for depression as weekly 90-minute sessions for 16 weeks. MAIN OUTCOME MEASURES: Depression and dysfunction severity scores on scales adapted and validated for local use; proportion of persons meeting DSM-IV major depression diagnostic criteria. RESULTS: Mean reduction in depression severity was 17.47 points for intervention groups and 3.55 points for controls (P<.001). Mean reduction in dysfunction was 8.08 and 3.76 points, respectively (P<.001). After intervention, 6.5% and 54.7% of the intervention and control groups, respectively, met the criteria for major depression (P<.001) compared with 86% and 94%, respectively, prior to intervention (P =.04). The odds of postintervention depression among controls was 17.31 (95% confidence interval, 7.63-39.27) compared with the odds among intervention groups. Results from intention-to-treat analyses remained statistically significant. CONCLUSIONS: Group interpersonal psychotherapy was highly efficacious in reducing depression and dysfunction. A clinical trial proved feasible in the local setting. Both findings should encourage similar trials in similar settings in Africa and beyond.";"Group interpersonal psychotherapy for depression in rural Uganda: a randomized controlled trial";"http://jama.jamanetwork.com/data/Journals/JAMA/4884/JOC30288.pdf";"Jama";"Bolton, 2003";"Bolton_2003_ipt_cau_NA_NA_msd_hscl-d_clinician_0_post"
"Bower, 2021";"other psy";"wl";"other psy";"wl";0,235557454183143;0,155817383202253;"msd";"ces-d";"self-report";13,6;8,9;85;16;11,3;81;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;81;NA;NA;NA;NA;NA;18,5;10,1;85;16,5;9,9;81;2021;0;"6";"post";"n";"grp";"grp";5;"us";"adul";45,4;1;"oth";"cut";"med";0;0;"1";1;2;NA;NA;1;3;1;5;1;NA;NA;NA;NA;NA;NA;"Bower, J. E., Partridge, A. H., Wolff, A. C., Thorner, E. D., Irwin, M. R., Joffe, H., Petersen, L., Crespi, C. M., & Ganz, P. A. (2021, Nov 1). Targeting Depressive Symptoms in Younger Breast Cancer Survivors: The Pathways to Wellness Randomized Controlled Trial of Mindfulness Meditation and Survivorship Education. J Clin Oncol, 39(31), 3473-3484. https://doi.org/10.1200/jco.21.00279 
";NA;NA;NA;NA;NA;"Bower, 2021";"Bower_2021_otherpsy_wl_otherpsy_wl_msd_ces-d_self-report_0_post"
"Bower, 2021";"other psy";"other ctr";"other psy";"other ctr";0,0452309026719001;0,155295215265509;"msd";"ces-d";"self-report";13,6;8,9;85;14;8,7;81;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;81;NA;NA;NA;NA;NA;18,5;10,1;85;17,9;10;81;2021;0;"6";"post";"n";"grp";"grp";5;"us";"adul";45,4;1;"oth";"cut";"med";0;0;"1";1;2;NA;NA;1;3;1;5;1;NA;NA;NA;NA;NA;NA;"Bower, J. E., Partridge, A. H., Wolff, A. C., Thorner, E. D., Irwin, M. R., Joffe, H., Petersen, L., Crespi, C. M., & Ganz, P. A. (2021, Nov 1). Targeting Depressive Symptoms in Younger Breast Cancer Survivors: The Pathways to Wellness Randomized Controlled Trial of Mindfulness Meditation and Survivorship Education. J Clin Oncol, 39(31), 3473-3484. https://doi.org/10.1200/jco.21.00279 
";NA;NA;NA;NA;NA;"Bower, 2021";"Bower_2021_otherpsy_otherctr_otherpsy_otherctr_msd_ces-d_self-report_0_post"
"Bowman, 1995";"pst";"wl";"pst (self-examination therapy)";"wl";1,47911058791023;0,509535688029044;"msd";"bdi-1";"self-report";10,3;5,4;10;23;10,3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,1;4,3;10;23,4;9,6;10;1995;0;NA;"post";"n";"gsh";"gsh";4;"us";"adul";36,2;0,63;"com";"cut";"adul";0;0;"sr";0;1;"self-examination therapy";"wlc";2;3;1;2;0;NA;NA;NA;NA;NA;NA;"Bowman D, Scogin F, Lyrene B. The efficacy of self-examination therapy and cognitive bibliotherapy in the treatment of mild to moderate depression. Psychotherapy Research. 1995;5(2):131-40.";NA;NA;"The efficacy of self-examination therapy and cognitive bibliotherapy in the treatment of mild to moderate depression";NA;"Psychotherapy Research";"Bowman, 1995";"Bowman_1995_pst_wl_pst(self-examinationtherapy)_wl_msd_bdi-1_self-report_0_post"
"Bowman, 1995";"pst";"wl";"pst (self-examination therapy)";"wl";1,10121757491683;0,482753603226578;"msd";"hdrs";"clinician";11,1;4,3;10;18,7;8,3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,7;4,1;10;18,9;3,8;10;1995;0;NA;"post";"n";"gsh";"gsh";4;"us";"adul";36,2;0,63;"com";"cut";"adul";0;0;"0";0;0;"self-examination therapy";"wlc";2;3;1;1;1;NA;NA;NA;NA;NA;NA;"Bowman D, Scogin F, Lyrene B. The efficacy of self-examination therapy and cognitive bibliotherapy in the treatment of mild to moderate depression. Psychotherapy Research. 1995;5(2):131-40.";NA;NA;"The efficacy of self-examination therapy and cognitive bibliotherapy in the treatment of mild to moderate depression";NA;"Psychotherapy Research";"Bowman, 1995";"Bowman_1995_pst_wl_pst(self-examinationtherapy)_wl_msd_hdrs_clinician_0_post"
"Bowman, 1995";"cbt";"wl";"cbt (cognitive bibliotherapy)";"wl";0,96046539010317;0,474491458973082;"msd";"hdrs";"clinician";11,6;5,6;10;18,7;8,3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,1;7,3;10;18,9;3,8;10;1995;0;NA;"post";"n";"gsh";"gsh";4;"us";"adul";36,2;0,63;"com";"cut";"adul";0;0;"0";0;0;"cognitive bibliotherapy";"wlc";2;3;1;1;1;NA;NA;NA;NA;NA;NA;"Bowman D, Scogin F, Lyrene B. The efficacy of self-examination therapy and cognitive bibliotherapy in the treatment of mild to moderate depression. Psychotherapy Research. 1995;5(2):131-40.";NA;NA;"The efficacy of self-examination therapy and cognitive bibliotherapy in the treatment of mild to moderate depression";NA;"Psychotherapy Research";"Bowman, 1995";"Bowman_1995_cbt_wl_cbt(cognitivebibliotherapy)_wl_msd_hdrs_clinician_0_post"
"Bowman, 1995";"cbt";"wl";"cbt (cognitive bibliotherapy)";"wl";0,934478738612959;0,47307509167563;"msd";"bdi-1";"self-report";12,4;11,4;10;23;10,3;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,5;7,9;10;23,4;9,6;10;1995;0;NA;"post";"n";"gsh";"gsh";4;"us";"adul";36,2;0,63;"com";"cut";"adul";0;0;"sr";0;1;"cognitive bibliotherapy";"wlc";2;3;1;2;0;NA;NA;NA;NA;NA;NA;"Bowman D, Scogin F, Lyrene B. The efficacy of self-examination therapy and cognitive bibliotherapy in the treatment of mild to moderate depression. Psychotherapy Research. 1995;5(2):131-40.";NA;NA;"The efficacy of self-examination therapy and cognitive bibliotherapy in the treatment of mild to moderate depression";NA;"Psychotherapy Research";"Bowman, 1995";"Bowman_1995_cbt_wl_cbt(cognitivebibliotherapy)_wl_msd_bdi-1_self-report_0_post"
"Braun, 2021";"other psy";"other ctr";NA;NA;0,280660521956205;0,109002146192363;"msd";"qids-sr16";"self-report";6,57;3,56;171;7,62;3,9;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;180;180;NA;NA;NA;NA;NA;9,76;4,79;171;10,27;4,02;169;2021;0;"9";"post";"n";"gsh";"gsh";7;"eu";"adul";50,56;0,58;"com";"cut";"oth";1;1;"1";1;4;NA;NA;1;2;0;99;1;NA;NA;NA;NA;NA;NA;"Braun, L., Titzler, I., Terhorst, Y., Freund, J., Thielecke, J., Ebert, D. D., & Baumeister, H. (2021, Jan 1). Effectiveness of guided internet-based interventions in the indicated prevention of depression in green professions (PROD-A): Results of a pragmatic randomized controlled trial. J Affect Disord, 278, 658-671. https://doi.org/10.1016/j.jad.2020.09.066 
";NA;NA;NA;NA;NA;"Braun, 2021";"Braun_2021_otherpsy_otherctr_NA_NA_msd_qids-sr16_self-report_0_post"
"Brown, 1984";"cbt";"wl";"cbt (cbt group)";"wl";0,617254963581594;0,369383371018058;"msd";"ces-d";"self-report";8,76;7,42;25;13,82;9,29;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,72;6,94;25;21,55;9,6;11;1984;0;"1 & 6 month";"post";"n";"grp";"grp";12;"us";"adul";36,5;0,7;"com";"mood";"adul";0;0;"sr";0;1;"cbt group";"wlc";2;4;1;5;0;NA;NA;NA;NA;NA;NA;"Brown RA, Lewinsohn PM. A psychoeducational approach to the treatment of depression: Comparison of group, individual, and minimal contact procedures. Journal of Consulting and Clinical Psychology. 1984;52(5):774.";NA;NA;"A psychoeducational approach to the treatment of depression: comparison of group, individual, and minimal contact procedures";NA;"Journal of consulting and clinical psychology";"Brown, 1984 -group";"Brown_1984_cbt_wl_cbt(cbtgroup)_wl_msd_ces-d_self-report_0_post"
"Brown, 1984";"cbt";"wl";"cbt (cbt phone)";"wl";0,446563977453024;0,408169843138608;"msd";"bdi-1";"self-report";13,07;10,89;14;18,18;11,29;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,43;10,83;14;31,09;9,74;11;1984;0;"1 & 6 month";"post";"n";"gsh";"gsh";12;"us";"adul";36,5;0,7;"com";"mood";"adul";0;0;"sr";0;1;"cbt phone";"wlc";2;4;1;2;1;NA;NA;NA;NA;NA;NA;"Brown RA, Lewinsohn PM. A psychoeducational approach to the treatment of depression: Comparison of group, individual, and minimal contact procedures. Journal of Consulting and Clinical Psychology. 1984;52(5):774.";NA;NA;"A psychoeducational approach to the treatment of depression: comparison of group, individual, and minimal contact procedures";NA;"Journal of consulting and clinical psychology";"Brown, 1984 -tele";"Brown_1984_cbt_wl_cbt(cbtphone)_wl_msd_bdi-1_self-report_0_post"
"Brown, 1984";"cbt";"wl";"cbt (cbt phone)";"wl";0,417080057125488;0,40750218849887;"msd";"ces-d";"self-report";10,29;7,22;14;13,82;9,29;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,29;6,71;14;21,55;9,6;11;1984;0;"1 & 6 month";"post";"n";"gsh";"gsh";12;"us";"adul";36,5;0,7;"com";"mood";"adul";0;0;"sr";0;1;"cbt phone";"wlc";2;4;1;5;0;NA;NA;NA;NA;NA;NA;"Brown RA, Lewinsohn PM. A psychoeducational approach to the treatment of depression: Comparison of group, individual, and minimal contact procedures. Journal of Consulting and Clinical Psychology. 1984;52(5):774.";NA;NA;"A psychoeducational approach to the treatment of depression: comparison of group, individual, and minimal contact procedures";NA;"Journal of consulting and clinical psychology";"Brown, 1984 -tele";"Brown_1984_cbt_wl_cbt(cbtphone)_wl_msd_ces-d_self-report_0_post"
"Brown, 1984";"cbt";"wl";"cbt (cbt individual)";"wl";0,371686304486562;0,413424189072886;"msd";"ces-d";"self-report";10,62;7,4;13;13,82;9,29;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,77;5,97;13;21,55;9,6;11;1984;0;"1 & 6 month";"post";"n";"ind";"ind";12;"us";"adul";36,5;0,7;"com";"mood";"adul";0;0;"sr";0;1;"cbt individual";"wlc";2;4;1;5;0;NA;NA;NA;NA;NA;NA;"Brown RA, Lewinsohn PM. A psychoeducational approach to the treatment of depression: Comparison of group, individual, and minimal contact procedures. Journal of Consulting and Clinical Psychology. 1984;52(5):774.";NA;NA;"A psychoeducational approach to the treatment of depression: comparison of group, individual, and minimal contact procedures";NA;"Journal of consulting and clinical psychology";"Brown, 1984 -ind";"Brown_1984_cbt_wl_cbt(cbtindividual)_wl_msd_ces-d_self-report_0_post"
"Brown, 1984";"cbt";"wl";"cbt (cbt individual)";"wl";0,276387362583497;0,411751540501565;"msd";"bdi-1";"self-report";15,08;10,43;13;18,18;11,29;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35,85;7,83;13;31,09;9,74;11;1984;0;"1 & 6 month";"post";"n";"ind";"ind";12;"us";"adul";36,5;0,7;"com";"mood";"adul";0;0;"sr";0;1;"cbt individual";"wlc";2;4;1;2;1;NA;NA;NA;NA;NA;NA;"Brown RA, Lewinsohn PM. A psychoeducational approach to the treatment of depression: Comparison of group, individual, and minimal contact procedures. Journal of Consulting and Clinical Psychology. 1984;52(5):774.";NA;NA;"A psychoeducational approach to the treatment of depression: comparison of group, individual, and minimal contact procedures";NA;"Journal of consulting and clinical psychology";"Brown, 1984 -ind";"Brown_1984_cbt_wl_cbt(cbtindividual)_wl_msd_bdi-1_self-report_0_post"
"Brown, 1984";"cbt";"wl";"cbt (cbt group)";"wl";0,220049386314167;0,362784414803184;"msd";"bdi-1";"self-report";15,48;12,28;25;18,18;11,29;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,16;11,42;25;31,09;9,74;11;1984;0;"1 & 6 month";"post";"n";"grp";"grp";12;"us";"adul";36,5;0,7;"com";"mood";"adul";0;0;"sr";0;1;"cbt group";"wlc";2;4;1;2;1;NA;NA;NA;NA;NA;NA;"Brown RA, Lewinsohn PM. A psychoeducational approach to the treatment of depression: Comparison of group, individual, and minimal contact procedures. Journal of Consulting and Clinical Psychology. 1984;52(5):774.";NA;NA;"A psychoeducational approach to the treatment of depression: comparison of group, individual, and minimal contact procedures";NA;"Journal of consulting and clinical psychology";"Brown, 1984 -group";"Brown_1984_cbt_wl_cbt(cbtgroup)_wl_msd_bdi-1_self-report_0_post"
"Buhrman, 2015";"cbt";"wl";NA;NA;0,297000435209749;0,279741454378862;"msd";"madrs-s";"self-report";15,77;7,79;28;17,95;6,51;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,14;6,94;28;20,83;6,19;24;2015;0;"12 month";"post";"y";"gsh";"gsh";6;"eu";"adul";50,69;0,85;"com";"cut";"med";1;1;"sr";1;4;"i-cbt";"wlc";2;2;0;99;1;NA;NA;NA;NA;NA;NA;"Buhrman M, Syk M, Burvall O, Hartig T, Gordh T, Andersson G. Individualized Guided Internet-delivered Cognitive Behaviour Therapy for Chronic Pain Patients with Comorbid Depression and Anxiety: A Randomized Controlled Trial. Clinical Journal of Pain 2014.";NA;"Objectives: Depression and anxiety are commonly seen in patients with chronic pain which affects the patient's daily life functioning. Although considerable attention has been devoted to explain why depression and anxiety are frequent comorbid with chronic pain, little empirical work has been conducted on interventions that target depression and anxiety and chronic pain. The present study was designed to test an individualized cognitive-behavioral treatment delivered through the internet for persons with chronic pain and emotional distress. Materials and Methods: A total of 52 patients with chronic pain and depression were included and randomized to either treatment for 8 weeks or to a control group that participated in a moderated online discussion forum. Results: Intent-to-treat analyses showed significant decreases regarding depressive symptoms and pain disability in the treatment group. Results on the primary outcomes of depression and anxiety were in favor of the treatment group. Reductions were also found on pain catastrophizing. Discussion: One-year follow-up showed maintenance of improvements. We conclude that an individualized guided internet-delivered treatment based on cognitive-behavior therapy can be effective for persons with chronic pain comorbid emotional distress.";"Individualized guided internet-delivered cognitive-behavior therapy for chronic pain patients with comorbid depression and anxiety: A randomized controlled trial";"http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L600599607 and http://dx.doi.org/10.1097/AJP.0000000000000176 and http://elvis.ubvu.vu.nl:9003/vulink?sid=EMBASE&issn=15365409&id=doi:10.1097%2FAJP.0000000000000176&atitle=Individualized+guided+internet-delivered+cognitive-behavior+therapy+for+chronic+pain+patients+with+comorbid+depression+and+anxiety%3A+A+randomized+controlled+trial&stitle=Clin.+J.+Pain&title=Clinical+Journal+of+Pain&volume=31&issue=6&spage=504&epage=516&aulast=Buhrman&aufirst=Monica&auinit=M.&aufull=Buhrman+M.&coden=CJPAE&isbn=&pages=504-516&date=2015&auinit1=M&auinitm= and http://graphics.tx.ovid.com/ovftpdfs/FPDDNCIBNBLCFK00/fs047/ovft/live/gv031/00002508/00002508-201506000-00004.pdf";"Clinical Journal of Pain";"Buhrman, 2015";"Buhrman_2015_cbt_wl_NA_NA_msd_madrs-s_self-report_0_post"
"Buntrock, 2015";"other psy";"cau";NA;NA;0,658398329665977;0,101922997346876;"msd";"ces-d";"self-report";17,52;8,69;202;23,61;9,74;204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,26;7,85;202;26,42;8;204;2015;0;"6 month";"post";"n";"gsh";"gsh";5;"eu";"adul";45;0,74;"com";"sub";"adul";1;1;"sr";1;4;"i-cbt";"ecau";1;2;0;5;1;NA;NA;NA;NA;NA;NA;"Buntrock C, Ebert D, Lehr D, Riper H, Smit F, Cuijpers P, et al. Effectiveness of a web-based cognitive behavioural intervention for subthreshold depression: Pragmatic randomised controlled trial. Psychotherapy and Psychosomatics. 2015;84(6):348-58.";NA;"Background: Research on the effectiveness of treatments for subthreshold depression (sD) is still scarce. The aim of the study was to evaluate the efficacy of a web-based guided self-help intervention (GET.ON Mood Enhancer) in the treatment of sD. Methods: Participants with sD (n = 406) recruited from the general population via a large health insurance company were randomly allocated to a web-based cognitive behavioural intervention or to enhanced care-as-usual. The primary outcome was the reduction in depressive symptom severity as measured with the Center for Epidemiological Studies Depression Scale at post-treatment and at 6-month follow-up. Results: Participants in the intervention group showed a significantly greater pre-post reduction in depressive symptom severity (d = 1.06; 95% CI: 0.86-1.27) compared to the control condition (d = 0.29; 95% CI: 0.10-0.49). The corresponding between-group effect size was d = 0.69 (95% CI: 0.49-0.89). At 6-month follow-up the effect was reduced to d = 0.28 (95% CI: 0.09-0.48) but was still statistically significant (F1, 403 = 9.240, p = 0.003). Conclusions: This study lends support to the idea that problem solving coupled with behavioural activation is an effective treatment for sD. In addition, the delivery of this intervention over the Internet might be a promising strategy for the dissemination of psychological interventions for sD on a large scale.";"Effectiveness of a Web-Based Cognitive Behavioural Intervention for Subthreshold Depression: Pragmatic Randomised Controlled Trial";"http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L606157077 and http://dx.doi.org/10.1159/000438673 and http://elvis.ubvu.vu.nl:9003/vulink?sid=EMBASE&issn=14230348&id=doi:10.1159%2F000438673&atitle=Effectiveness+of+a+Web-Based+Cognitive+Behavioural+Intervention+for+Subthreshold+Depression%3A+Pragmatic+Randomised+Controlled+Trial&stitle=Psychother.+Psychosom.&title=Psychotherapy+and+Psychosomatics&volume=84&issue=6&spage=348&epage=358&aulast=Buntrock&aufirst=Claudia&auinit=C.&aufull=Buntrock+C.&coden=PSPSB&isbn=&pages=348-358&date=2015&auinit1=C&auinitm= and http://www.karger.com/Article/Pdf/438673";"Psychotherapy and Psychosomatics";"Buntrock, 2015";"Buntrock_2015_otherpsy_cau_NA_NA_msd_ces-d_self-report_0_post"
